Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.797012347,7.838142245,7.84944477,7.839701461,7.833286276,7.841856512,7.858703013,7.810902694,7.789680341,7.724844286,7.732945434,7.959581841,7.787965074,7.310328192,7.1176582,6.989476873,6.738765222,6.271977236,6.323909192,6.867785571,6.748081474,6.562178647,6.445456485,6.4051955,6.490041203,6.610205313,6.714954736,6.731162734,6.914353247,7.563186854,8.1117826
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64900017,10.8210001,10.72299957,10.72599983,11.1789999,10.96199989,10.78299999,10.80200005,10.80900002,10.80599976,10.80900002,11.25699997,11.14099979,10.98799992,11.21700001,11.09899998,11.30099964,11.09300041,11.31099987,11.35200024,11.0539999,11.3409996,11.19299984,11.1420002,11.12699986,11.15799999,11.18000031,11.15200043,11.21700001,11.71000004,13.28299999
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.415455315,4.530574197,4.546264825,4.539152085,4.525745255,4.566773714,4.602366994,4.66264969,4.863699932,4.921423164,4.865751876,4.781385073,4.751167509,4.731880448,4.727946896,4.648871815,4.627661328,4.599392513,4.583290656,4.554662161,4.548376153,4.637602079,4.410215631,4.688088301,4.6267372,5.567016687,6.019505353,6.04109242,6.063362282,6.774913787,6.839008647
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.208000183,4.208000183,4.230999947,4.162000179,4.113999844,4.097000122,4.087999821,4.072000027,4.054999828,4.03000021,4.004000187,3.960999966,3.957999945,3.915999889,3.881999969,3.85800004,3.821000099,3.792999983,3.779999971,9.430000305,7.360000134,7.347000122,7.366000175,7.372000217,7.392000198,7.412000179,7.407999992,7.421000004,7.421000004,8.333000183,8.529999733
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30700016,30.01499939,25.25799942,20.84000015,14.61100006,13.93099976,16.87599945,20.04700089,20.84000015,19.02799988,18.57500076,17.89500046,16.98900032,16.30999947,15.97000027,15.63000011,15.97000027,13.06000042,13.67000008,14.09000015,13.47999954,13.38000011,15.86999989,18.04999924,17.19000053,15.42000008,13.61999989,12.30000019,11.47000027,13.32900047,11.81900024
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62466049,12.12359664,12.85982059,12.94926328,13.31719734,12.38248323,11.94803867,11.96995918,12.10909578,12.59610141,12.46938035,12.46500076,12.39052074,11.35267279,11.19593731,10.42583785,10.02722365,9.724742137,9.329219931,9.400911559,10.47667327,10.66312906,10.73539313,10.87222662,10.96590054,10.76111531,10.89637856,10.50233556,10.00615353,11.48732104,11.62534402
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.866000056,1.842000008,1.848999977,1.805999994,1.799999952,1.899999976,1.980000019,2.137000084,2.21600008,2.25,2.493000031,2.648000002,2.750999928,2.907000065,3.119999886,2.937000036,2.871999979,2.736999989,2.678999901,2.480999947,2.302000046,2.184999943,2.04399991,1.911000013,1.768000007,1.639999986,2.460000038,2.351999998,2.230000019,3.187999964,3.35800004
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.440000057,6.360000134,10.10000038,11.76000023,18.79999924,17.11000061,14.81999969,12.64999962,14.05000019,15,17.31999969,19.59000015,15.35999966,13.52000046,11.51000023,10.07999992,8.470000267,7.840000153,8.649999619,7.710000038,7.179999828,7.21999979,7.099999905,7.269999981,7.520999908,8.111000061,8.350000381,9.220000267,9.840000153,11.46000004,10.90200043
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600000024,1.799999952,5.300000191,6.599999905,6.699999809,9.300000191,10.80000019,9.399999619,11.19999981,11.04800034,10.9119997,10.77600002,10.59399986,10.34399986,10.20300007,9.996999741,9.81000042,14.39299965,18.44000053,19.01000023,18.44000053,17.29999924,16.18000031,17.5,18.26000023,17.62000084,17.70000076,18.96999931,18.29999924,21.20599937,20.89699936
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.579999924,10.72999954,10.86999989,9.720000267,8.470000267,8.510000229,8.359999657,7.679999828,6.869999886,6.28000021,6.739999771,6.369999886,5.929999828,5.389999866,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.079999924,6.050000191,5.710000038,5.590000153,5.300000191,5.159999847,6.460000038,5.111999989
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.420000076,3.589999914,4.25,3.539999962,4.349999905,5.28000021,5.150000095,5.519999981,4.699999809,4.690000057,4.010000229,4.849999905,4.78000021,5.829999924,5.630000114,5.239999771,4.860000134,4.130000114,5.300000191,4.820000172,4.559999943,4.869999886,5.329999924,5.619999886,5.71999979,6.010000229,5.5,4.849999905,4.489999771,5.360000134,6.301000118
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976,1.799999952,4.5,6.300000191,7.199999809,8.100000381,9.100000381,10,10.89999962,11.77999973,10.90999985,10.03999996,9.170000076,7.989999771,7.260000229,6.619999886,6.329999924,5.860000134,5.739999771,5.630000114,5.420000076,5.190000057,4.96999979,4.909999847,4.960000038,5,5,4.900000095,4.849999905,6.462999821,6.583000183
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.511999965,1.531000018,1.562000036,1.559999943,1.58099997,1.588000059,1.572000027,1.557000041,1.583999991,1.590000033,1.587000012,1.585999966,1.613000035,1.598999977,1.620000005,1.611999989,1.626999974,1.629999995,1.623000026,1.60800004,1.601999998,1.590000033,1.577999949,1.570000052,1.600000024,1.590000033,1.588999987,1.587000012,1.588999987,1.707000017,1.792000055
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.989999771,6.699999809,8.079999924,9.649999619,9.340000153,9.479999542,8.960000038,9.319999695,8.649999619,6.590000153,6.179999828,6.909999847,7.679999828,7.360000134,8.43999958,8.25,7.460000038,6.980000019,7.909999847,8.289999962,7.139999866,7.539999962,8.430000305,8.520000458,8.479999542,7.829999924,7.090000153,5.949999809,5.360000134,5.550000191,6.420000076
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.485000014,1.50999999,1.412999988,1.356999993,1.253999949,1.182999969,1.095999956,1.023000002,0.935000002,0.851000011,0.771000028,0.689999998,0.735000014,0.773999989,0.824999988,0.860000014,0.894999981,0.941999972,0.995000005,1.039999962,2.650000095,2.470999956,2.286999941,2.132999897,2.006999969,1.827999949,1.644000053,1.470000029,1.470000029,1.583999991,1.574000001
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.575000048,2.611000061,2.58100009,2.579999924,2.528000116,2.470999956,2.470000029,2.440000057,2.506999969,2.605000019,2.648000002,2.730000019,2.779999971,3.414999962,4,3.654999971,3.299999952,3.413000107,3.559000015,3.644999981,3.785000086,3.913000107,4.046999931,4.188000202,4.321000099,4.434000015,4.563000202,4.690000057,4.69299984,4.894999981,4.757999897
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200000048,2.332999945,2.355999947,2.375999928,2.482000113,2.50999999,2.687000036,2.900000095,3.055000067,3.269999981,3.617000103,3.898000002,4.320000172,4.261000156,4.25,3.589999914,4.126999855,4.566999912,5,3.380000114,3.770999908,4.118999958,4.429999828,4.383999825,4.366000175,4.349999905,4.369999886,4.413000107,4.438000202,5.413000107,5.229000092
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10000038,15.30000019,16.39999962,12.80000019,11.10000038,12.5,13.69999981,12.19999981,14.10000038,16.21999931,19.92000008,18.11000061,13.72999954,12.03999996,10.07999992,8.949999809,6.880000114,5.610000134,6.820000172,10.27999973,11.26000023,12.27000046,12.93999958,11.42000008,9.140000343,7.570000172,6.159999847,5.210000038,4.230000019,5.119999886,5.423999786
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013000011,1.047999978,1.008000016,1.105999947,1.077000022,1.078999996,1.090000033,1.08099997,1.088000059,1.083999991,1.10800004,1.105000019,1.087000012,1.085999966,1.090999961,1.097000003,1.088000059,1.106999993,1.139000058,1.129999995,1.180999994,1.200000048,1.184000015,1.190000057,1.202000022,1.190999985,1.182999969,1.200999975,1.19599998,1.781000018,1.873999953
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17000008,14.81000042,12.72000027,13.82999992,10.82999992,11.46000004,9.760000229,7.650000095,7.449999809,7.201000214,6.869999886,9.050000191,10.84000015,10.19999981,10.19999981,7.539999962,7.880000114,8.180000305,14.25,14.31400013,14.52000046,14.02000046,16.18000031,13.80000019,12,12.69999981,9.800000191,10,10.06099987,13.3210001,13.23900032
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54999924,18.30200005,19.31900024,20.71299934,21.77000046,22.7670002,23.61000061,24.48500061,25.09399986,25.78300095,26.61400032,27.54599953,28.36400032,29.36700058,30.40999985,31.11000061,28.97999954,23.40999985,24.06999969,27.30999947,27.57999992,28.01000023,27.48999977,27.52000046,27.69000053,25.40999985,20.53000069,18.39999962,15.68999958,15.26500034,15.21500015
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600000024,3.099999905,8.5,12.80000019,17.70000076,24.39999962,17.10000038,14,12.80000019,12.26200008,11.5539999,10.90699959,10.32400036,9.819999695,9.062999725,8.399999619,7.672999859,7.032000065,6.099999905,6.252999783,6.165999889,6.051000118,6.006000042,5.993999958,5.840000153,5.840000153,5.650000095,4.760000229,4.159999847,4.768000126,4.736000061
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699999809,9.690999985,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,10.85099983,9.069999695,10.03999996,10.23999977,10.58699989,10.90999985,9.390000343,8.510000229,8.180000305,8.25,8.241999626,8.284000397,8.305999756,8.350000381,8.239999771,7.579999924,7,6.599999905,6.644000053,6.710999966,8.461999893,8.218999863
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.957000017,3.25999999,3.084000111,3.079999924,2.753000021,2.443000078,2.079999924,2.128999949,2.443000078,2.378000021,2.484999895,2.493999958,2.536999941,2.503000021,2.54399991,2.575999975,2.645999908,2.599999905,2.970000029,2.614000082,2.25,2.069999933,2.440000057,2.019999981,3.109999895,3.5,3.650000095,3.519999981,3.819999933,7.900000095,8.508999825
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31400013,6.420000076,6.03000021,6.169000149,6.420000076,7.25,8.159999847,9.420000076,10.21000004,9.56099987,9.609999657,9.369999886,9.989999771,9.109999657,9.569999695,8.640000343,8.329999924,7.340000153,8.520000458,7.274000168,6.920000076,7.190000057,6.980000019,6.659999847,8.430000305,11.60000038,12.81999969,12.32999992,11.93000031,13.68999958,14.40299988
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66699982,22.94000053,24.54000092,22.97999954,19.65999985,14.71000004,14.60999966,12.39999962,10.60999966,9.350000381,9.850000381,10.31999969,11,9.569999695,9.079999924,8.729999542,7.409999847,8.119999886,10.02000046,10.68999958,11.18999958,11.59000015,11.55000019,12.17000008,9.800000191,8.25,8.619999886,8.319999695,8.409999847,10.37699986,10.41300011
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.861000061,4.823999882,5.02699995,5.184000015,5.236999989,5.191999912,5.331999779,5.574999809,5.677999973,5.784999847,5.940999985,6.012000084,6.020999908,6.125,6.409999847,6.333000183,6.348999977,6.465000153,6.774000168,6.940999985,6.915999889,6.880000114,6.96999979,7.784999847,8.383000374,9.319999695,8.699999809,6.920000076,7.68200016,7.649000168
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.409999967,1.450999975,1.412999988,1.432999969,1.445000052,1.417999983,1.404999971,1.399999976,1.399999976,1.593000054,1.899999976,1.889000058,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.654999971,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.493000031,2.453000069,2.444000006,2.502000093,3.648999929,4.331999779
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81999969,16.30200005,18.76099968,21.20000076,21.36899948,21.59000015,21.16900063,20.86000061,18.29199982,15.88000011,18.54000092,21.13100052,23.79999924,21.83099937,19.81399918,17.78000069,17.20499992,16.6420002,16.17000008,17.86000061,18.41699982,18.95100021,19.40099907,19.99099922,20.57099915,21.02899933,21.56599998,22.07099915,22.61000061,24.93000031,24.72200012
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.617000103,5.686999798,5.71999979,5.721000195,5.698999882,5.739999771,5.763000011,5.710999966,5.677000046,5.609000206,5.69299984,5.796000004,5.81099987,5.71600008,5.695000172,5.65899992,5.605999947,5.46999979,5.486999989,5.665999889,5.614999771,5.546000004,5.515999794,5.528999805,5.605999947,5.65199995,5.647999763,5.605000019,5.623000145,6.356999874,6.574999809
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31999969,11.19999981,11.38000011,10.39999962,9.489999771,9.619999886,9.100000381,8.279999733,7.579999924,6.829999924,7.21999979,7.659999847,7.570000172,7.190000057,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7,6.340000153,5.829999924,5.659999847,9.460000038,7.510000229
